.id,data,data_dados,origVars,origType,sex,ageGrpLower,ageGrpUpper,region,symptoms,other,value
61,26-04-2020,26-04-2020 00:00,lab,lab,All,,,Portugal,,,4673
62,27-04-2020,27-04-2020 00:00,lab,lab,All,,,Portugal,,,5091
63,28-04-2020,28-04-2020 00:00,lab,lab,All,,,Portugal,,,3563
64,29-04-2020,29-04-2020 00:00,lab,lab,All,,,Portugal,,,3825
65,30-04-2020,30-04-2020 00:00,lab,lab,All,,,Portugal,,,3794
66,01-05-2020,01-05-2020 00:00,lab,lab,All,,,Portugal,,,3828
67,02-05-2020,02-05-2020 00:00,lab,lab,All,,,Portugal,,,3761
68,03-05-2020,03-05-2020 00:00,lab,lab,All,,,Portugal,,,3691
69,04-05-2020,04-05-2020 00:00,lab,lab,All,,,Portugal,,,2760
70,05-05-2020,05-05-2020 00:00,lab,lab,All,,,Portugal,,,2671
71,06-05-2020,06-05-2020 00:00,lab,lab,All,,,Portugal,,,2492
72,07-05-2020,07-05-2020 00:00,lab,lab,All,,,Portugal,,,2666
73,08-05-2020,08-05-2020 00:00,lab,lab,All,,,Portugal,,,2984
74,09-05-2020,09-05-2020 00:00,lab,lab,All,,,Portugal,,,2955
75,10-05-2020,10-05-2020 00:00,lab,lab,All,,,Portugal,,,2754
76,11-05-2020,11-05-2020 00:00,lab,lab,All,,,Portugal,,,2642
77,12-05-2020,12-05-2020 00:00,lab,lab,All,,,Portugal,,,2719
78,13-05-2020,13-05-2020 00:00,lab,lab,All,,,Portugal,,,2686
79,14-05-2020,14-05-2020 00:00,lab,lab,All,,,Portugal,,,2676
80,15-05-2020,15-05-2020 00:00,lab,lab,All,,,Portugal,,,2722
81,16-05-2020,16-05-2020 00:00,lab,lab,All,,,Portugal,,,2940
82,17-05-2020,17-05-2020 00:00,lab,lab,All,,,Portugal,,,2704
83,18-05-2020,18-05-2020 00:00,lab,lab,All,,,Portugal,,,2260
84,19-05-2020,19-05-2020 00:00,lab,lab,All,,,Portugal,,,2349
85,20-05-2020,20-05-2020 00:00,lab,lab,All,,,Portugal,,,2405
86,21-05-2020,21-05-2020 00:00,lab,lab,All,,,Portugal,,,2125
87,22-05-2020,22-05-2020 00:00,lab,lab,All,,,Portugal,,,2257
88,23-05-2020,23-05-2020 00:00,lab,lab,All,,,Portugal,,,2308
89,24-05-2020,24-05-2020 00:00,lab,lab,All,,,Portugal,,,2115
90,25-05-2020,25-05-2020 00:00,lab,lab,All,,,Portugal,,,1899
91,26-05-2020,26-05-2020 00:00,lab,lab,All,,,Portugal,,,1815
92,27-05-2020,27-05-2020 00:00,lab,lab,All,,,Portugal,,,1886
93,28-05-2020,28-05-2020 00:00,lab,lab,All,,,Portugal,,,1310
94,29-05-2020,29-05-2020 00:00,lab,lab,All,,,Portugal,,,1568
95,30-05-2020,30-05-2020 00:00,lab,lab,All,,,Portugal,,,2134
96,31-05-2020,31-05-2020 00:00,lab,lab,All,,,Portugal,,,2016
97,01-06-2020,01-06-2020 00:00,lab,lab,All,,,Portugal,,,1720
98,02-06-2020,02-06-2020 00:00,lab,lab,All,,,Portugal,,,1866
99,03-06-2020,03-06-2020 00:00,lab,lab,All,,,Portugal,,,1944
100,04-06-2020,04-06-2020 00:00,lab,lab,All,,,Portugal,,,1741
101,05-06-2020,05-06-2020 00:00,lab,lab,All,,,Portugal,,,1636
102,06-06-2020,06-06-2020 00:00,lab,lab,All,,,Portugal,,,1813
103,07-06-2020,07-06-2020 00:00,lab,lab,All,,,Portugal,,,1352
104,08-06-2020,08-06-2020 00:00,lab,lab,All,,,Portugal,,,1603
105,09-06-2020,09-06-2020 00:00,lab,lab,All,,,Portugal,,,1618
106,10-06-2020,10-06-2020 00:00,lab,lab,All,,,Portugal,,,1724
107,11-06-2020,11-06-2020 00:00,lab,lab,All,,,Portugal,,,1562
108,12-06-2020,12-06-2020 00:00,lab,lab,All,,,Portugal,,,1486
109,13-06-2020,13-06-2020 00:00,lab,lab,All,,,Portugal,,,1516
110,14-06-2020,14-06-2020 00:00,lab,lab,All,,,Portugal,,,1385
1,26-02-2020,26-02-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,25
2,27-02-2020,27-02-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,51
3,28-02-2020,28-02-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,59
4,29-02-2020,29-02-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,70
5,01-03-2020,01-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,85
6,02-03-2020,02-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,85
7,03-03-2020,03-03-2020 16:00,suspeitos,suspeitos,All,,,Portugal,,,101
8,04-03-2020,04-03-2020 17:00,suspeitos,suspeitos,All,,,Portugal,,,117
9,05-03-2020,05-03-2020 17:00,suspeitos,suspeitos,All,,,Portugal,,,147
10,06-03-2020,06-03-2020 17:00,suspeitos,suspeitos,All,,,Portugal,,,181
11,07-03-2020,07-03-2020 17:00,suspeitos,suspeitos,All,,,Portugal,,,224
12,08-03-2020,08-03-2020 17:30,suspeitos,suspeitos,All,,,Portugal,,,281
13,09-03-2020,09-03-2020 18:45,suspeitos,suspeitos,All,,,Portugal,,,339
14,10-03-2020,10-03-2020 10:00,suspeitos,suspeitos,All,,,Portugal,,,375
15,11-03-2020,11-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,471
16,12-03-2020,12-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,637
17,13-03-2020,13-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,1308
18,14-03-2020,14-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,1704
19,15-03-2020,15-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,2271
20,16-03-2020,16-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,2908
21,17-03-2020,17-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,4030
22,18-03-2020,18-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,5067
23,19-03-2020,19-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,6061
24,20-03-2020,20-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,7732
25,21-03-2020,21-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,9854
26,22-03-2020,22-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,11779
27,23-03-2020,23-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,13674
28,24-03-2020,24-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,15474
29,25-03-2020,25-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,21155
30,26-03-2020,26-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,22257
31,27-03-2020,27-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,25431
32,28-03-2020,28-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,32754
33,29-03-2020,29-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,38042
34,30-03-2020,30-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,44206
35,31-03-2020,31-03-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,52086
36,01-04-2020,01-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,59457
37,02-04-2020,02-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,66895
38,03-04-2020,03-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,74377
39,04-04-2020,04-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,81087
40,05-04-2020,05-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,86370
41,06-04-2020,06-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,91794
42,07-04-2020,07-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,99730
43,08-04-2020,08-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,104886
44,09-04-2020,09-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,115158
45,10-04-2020,10-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,123564
46,11-04-2020,11-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,130300
47,12-04-2020,12-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,136243
48,13-04-2020,13-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,139184
49,14-04-2020,14-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,142514
50,15-04-2020,15-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,150804
51,16-04-2020,16-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,154727
52,17-04-2020,17-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,158940
53,18-04-2020,18-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,162711
54,19-04-2020,19-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,187604
55,20-04-2020,20-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,198353
56,21-04-2020,21-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,202769
57,22-04-2020,22-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,210302
58,23-04-2020,23-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,219848
59,24-04-2020,24-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,227393
60,25-04-2020,25-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,231616
61,26-04-2020,26-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,236229
62,27-04-2020,27-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,237390
63,28-04-2020,28-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,238884
64,29-04-2020,29-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,243474
65,30-04-2020,30-04-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,247343
66,01-05-2020,01-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,250905
67,02-05-2020,02-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,252728
68,03-05-2020,03-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,252889
69,04-05-2020,04-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,254510
70,05-05-2020,05-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,258488
71,06-05-2020,06-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,262041
72,07-05-2020,07-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,265572
73,08-05-2020,08-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,269266
74,09-05-2020,09-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,272443
75,10-05-2020,10-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,274536
76,11-05-2020,11-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,276153
77,12-05-2020,12-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,279933
78,13-05-2020,13-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,282961
79,14-05-2020,14-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,286285
80,15-05-2020,15-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,289309
81,16-05-2020,16-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,292249
82,17-05-2020,17-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,294009
83,18-05-2020,18-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,295449
84,19-05-2020,19-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,298501
85,20-05-2020,20-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,301225
86,21-05-2020,21-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,303811
87,22-05-2020,22-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,306171
88,23-05-2020,23-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,308584
89,24-05-2020,24-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,309966
90,25-05-2020,25-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,311223
91,26-05-2020,26-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,313886
92,27-05-2020,27-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,316364
93,28-05-2020,28-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,318810
94,29-05-2020,29-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,321290
95,30-05-2020,30-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,323663
96,31-05-2020,31-05-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,325026
97,01-06-2020,01-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,326278
98,02-06-2020,02-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,328873
99,03-06-2020,03-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,331094
100,04-06-2020,04-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,333106
101,05-06-2020,05-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,334923
102,06-06-2020,06-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,337333
103,07-06-2020,07-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,338500
104,08-06-2020,08-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,339624
105,09-06-2020,09-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,342060
106,10-06-2020,10-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,344217
107,11-06-2020,11-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,345495
108,12-06-2020,12-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,346703
109,13-06-2020,13-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,348837
110,14-06-2020,14-06-2020 00:00,suspeitos,suspeitos,All,,,Portugal,,,349997
1,26-02-2020,26-02-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,
2,27-02-2020,27-02-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,
3,28-02-2020,28-02-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,
4,29-02-2020,29-02-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,
5,01-03-2020,01-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,
6,02-03-2020,02-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,
7,03-03-2020,03-03-2020 16:00,vigilancia,vigilancia,All,,,Portugal,,,
8,04-03-2020,04-03-2020 17:00,vigilancia,vigilancia,All,,,Portugal,,,81
9,05-03-2020,05-03-2020 17:00,vigilancia,vigilancia,All,,,Portugal,,,213
10,06-03-2020,06-03-2020 17:00,vigilancia,vigilancia,All,,,Portugal,,,354
11,07-03-2020,07-03-2020 17:00,vigilancia,vigilancia,All,,,Portugal,,,412
12,08-03-2020,08-03-2020 17:30,vigilancia,vigilancia,All,,,Portugal,,,447
13,09-03-2020,09-03-2020 18:45,vigilancia,vigilancia,All,,,Portugal,,,496
14,10-03-2020,10-03-2020 10:00,vigilancia,vigilancia,All,,,Portugal,,,667
15,11-03-2020,11-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,3066
16,12-03-2020,12-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,4923
17,13-03-2020,13-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,5674
18,14-03-2020,14-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,5011
19,15-03-2020,15-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,4592
20,16-03-2020,16-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,4592
21,17-03-2020,17-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,6852
22,18-03-2020,18-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,6656
23,19-03-2020,19-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,8091
24,20-03-2020,20-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,9008
25,21-03-2020,21-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,13155
26,22-03-2020,22-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,12562
27,23-03-2020,23-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,11842
28,24-03-2020,24-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,11842
29,25-03-2020,25-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,13624
30,26-03-2020,26-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,14994
31,27-03-2020,27-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,19816
32,28-03-2020,28-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,19927
33,29-03-2020,29-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,17785
34,30-03-2020,30-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,11482
35,31-03-2020,31-03-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,19260
36,01-04-2020,01-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,20275
37,02-04-2020,02-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,21798
38,03-04-2020,03-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,22556
39,04-04-2020,04-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,22858
40,05-04-2020,05-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,23209
41,06-04-2020,06-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,23470
42,07-04-2020,07-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25070
43,08-04-2020,08-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,24481
44,09-04-2020,09-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,24708
45,10-04-2020,10-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25914
46,11-04-2020,11-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25432
47,12-04-2020,12-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25041
48,13-04-2020,13-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26989
49,14-04-2020,14-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,23265
50,15-04-2020,15-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26144
51,16-04-2020,16-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26065
52,17-04-2020,17-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25456
53,18-04-2020,18-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25456
54,19-04-2020,19-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27947
55,20-04-2020,20-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30805
56,21-04-2020,21-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30646
57,22-04-2020,22-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30646
58,23-04-2020,23-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30342
59,24-04-2020,24-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29621
60,25-04-2020,25-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29932
61,26-04-2020,26-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30453
62,27-04-2020,27-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30703
63,28-04-2020,28-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29559
64,29-04-2020,29-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29568
65,30-04-2020,30-04-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29467
66,01-05-2020,01-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29756
67,02-05-2020,02-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27895
68,03-05-2020,03-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25324
69,04-05-2020,04-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25081
70,05-05-2020,05-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25066
71,06-05-2020,06-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,24579
72,07-05-2020,07-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27318
73,08-05-2020,08-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26829
74,09-05-2020,09-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26667
75,10-05-2020,10-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26344
76,11-05-2020,11-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,28307
77,12-05-2020,12-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27054
78,13-05-2020,13-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26278
79,14-05-2020,14-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26082
80,15-05-2020,15-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25792
81,16-05-2020,16-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25419
82,17-05-2020,17-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25640
83,18-05-2020,18-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25360
84,19-05-2020,19-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25487
85,20-05-2020,20-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,25281
86,21-05-2020,21-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,22741
87,22-05-2020,22-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26198
88,23-05-2020,23-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26130
89,24-05-2020,24-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26328
90,25-05-2020,25-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26449
91,26-05-2020,26-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,26392
92,27-05-2020,27-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27141
93,28-05-2020,28-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27563
94,29-05-2020,29-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27917
95,30-05-2020,30-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,28183
96,31-05-2020,31-05-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27924
97,01-06-2020,01-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,27958
98,02-06-2020,02-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,28064
99,03-06-2020,03-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,28093
100,04-06-2020,04-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,28685
101,05-06-2020,05-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,28088
102,06-06-2020,06-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29013
103,07-06-2020,07-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,29312
104,08-06-2020,08-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,28791
105,09-06-2020,09-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30176
106,10-06-2020,10-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30398
107,11-06-2020,11-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30615
108,12-06-2020,12-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30779
109,13-06-2020,13-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30655
110,14-06-2020,14-06-2020 00:00,vigilancia,vigilancia,All,,,Portugal,,,30658
1,26-02-2020,26-02-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
2,27-02-2020,27-02-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
3,28-02-2020,28-02-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
4,29-02-2020,29-02-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
5,01-03-2020,01-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
6,02-03-2020,02-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
7,03-03-2020,03-03-2020 16:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
8,04-03-2020,04-03-2020 17:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
9,05-03-2020,05-03-2020 17:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
10,06-03-2020,06-03-2020 17:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
11,07-03-2020,07-03-2020 17:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
12,08-03-2020,08-03-2020 17:30,n_confirmados,n,All,,,Portugal,,n_confirmados,
13,09-03-2020,09-03-2020 18:45,n_confirmados,n,All,,,Portugal,,n_confirmados,
14,10-03-2020,10-03-2020 10:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
15,11-03-2020,11-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
16,12-03-2020,12-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
17,13-03-2020,13-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
18,14-03-2020,14-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,
19,15-03-2020,15-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,1746
20,16-03-2020,16-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,2203
21,17-03-2020,17-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,3259
22,18-03-2020,18-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,4074
23,19-03-2020,19-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,4788
24,20-03-2020,20-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,5862
25,21-03-2020,21-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,7515
26,22-03-2020,22-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,9027
27,23-03-2020,23-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,10212
28,24-03-2020,24-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,11329
29,25-03-2020,25-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,16569
30,26-03-2020,26-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,16718
31,27-03-2020,27-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,17168
32,28-03-2020,28-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,22646
33,29-03-2020,29-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,26572
34,30-03-2020,30-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,32953
35,31-03-2020,31-03-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,40033
36,01-04-2020,01-04-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,46249
37,02-04-2020,02-04-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,52903
38,03-04-2020,03-04-2020 00:00,n_confirmados,n,All,,,Portugal,,n_confirmados,59099
